Object,Ag107,Cytokeratin 5,Laminin,YBX1,H3K27Ac
1,0.29932828552751656,0.0646141566425921,0.31832826604326087,4.259172116776547,3.8476364152977265
2,0.2781123443494869,0.04445972321908685,9.310390710076199,5.079054598566852,7.959492876559874
3,0.3099384857462598,0.04702586554861688,7.399438515886084,5.195087293525795,5.085050510508673
4,0.18379656539475622,0.07809677991000089,2.010294755258836,4.642337552772081,4.825073085540582
5,0.35404398593496766,0.06382978723404255,0.13790482916730515,6.806003356233556,5.478406003180971
6,0.1250787013914527,0.06468393259901341,0.25118464570704513,5.885297203451637,4.084604153788186
7,0.043478260869565216,0.0,0.3564274000084918,4.377142507096996,2.98526914741682
8,0.25567009743679775,0.056179775280898875,0.2914391206891349,5.83291440197591,4.861998555365573
9,0.16374916624901864,0.04719629036593558,0.4739415772675258,7.098689129509902,2.5449765055312725
10,0.2211601628197564,0.0705215745502048,0.46599119106928505,7.240353727340699,3.069927674531937
11,0.21199405072915434,0.025533767059595897,1.6189651814374058,5.386701711500534,4.013521313667297
12,0.2029923051595688,0.0703362062573433,0.7264078525826335,7.624953841418028,2.132514603435993
13,0.35705977276469886,0.0449438202247191,0.4260635871565744,8.733174226257239,2.2984343338548467
14,0.12353317191203435,0.05764320554832617,0.48104722673694295,8.301657263810435,1.5725102952371042
15,0.1962176405015539,0.07330571383726402,0.45226421121691096,6.752259250547065,5.759247191128184
16,0.0926968317765456,0.03811393538091937,0.4268868061212393,4.461424000242836,3.216176423252138
17,0.4508565493992397,0.10012496303726029,0.27492883310213195,5.586481427098368,1.218487322985471
