Object,Ag107,Cytokeratin 5,Laminin,YBX1,H3K27Ac
1,27.228853607177733,22.19406437575817,32.70193036964962,5.144592022895813,7.447488818849836
2,14.770482213385982,13.75498631889956,23.544937472269325,4.8284994933580485,5.68279169785544
3,8.125384603705362,16.83247979611994,12.24612723054173,5.0072298164122575,4.736894900553694
4,5.954736409776182,10.444517450878418,27.62550441112863,1.8668951665062503,4.463998752545161
5,8.838764992722293,26.115838698127813,1.097389164462424,5.385623588896634,4.732702310670886
6,10.04834664218566,38.27378869524189,1.7483452511768716,10.272749841213226,3.9631744880302278
7,24.73543721475419,26.077024727869944,23.103340514526245,5.142431811921916,7.044812381647195
8,11.651184448948154,20.302443044526235,0.4246698571490003,6.038549573390515,1.1110952968721266
9,15.233392356668862,42.87797836655552,1.3706861219359834,7.420653604766698,3.475771496596846
10,16.826430503811157,34.72223897278309,0.9104883053473064,9.399790267859187,7.9911001345941
11,15.088075257362203,33.39965744601919,0.9625777906559884,8.45670866141928,5.37920795159137
12,22.649705827236176,16.58080893067213,0.5122706477458661,9.814178767112585,6.025534140375944
13,22.092344640106553,40.99123444541401,0.809958159134088,10.258236151657357,6.443722902544287
