Object,Ag107,Cytokeratin 5,Laminin,YBX1,H3K27Ac
1,0.05263157894736842,0.05263157894736842,0.05720077062907972,0.0,0.0
2,0.010101010101010102,0.019215205101051715,0.025252525252525252,0.020202020202020204,0.018265136564620817
3,0.037974501197988335,0.025720566511154175,0.06818181818181818,0.0,0.0
4,0.018518518518518517,0.018518518518518517,0.037037037037037035,0.0,0.018518518518518517
5,0.2889348864555359,0.07831708022526332,1.3255681310381209,1.9267773628234863,11.80531216944967
6,0.3880765456006043,0.07101066488968699,0.3204392929722492,3.057843776573812,7.411694817076948
7,0.0094849470075867,0.03801145128241167,0.026358542867669477,0.02919725213252323,0.009341277426956965
8,0.4383883383125067,0.08032911643385887,0.13256480731070042,2.919369835406542,5.771750941872597
9,0.1675281611672283,0.08489379047477333,0.4240505660537386,3.6826597365149616,14.793827862200075
10,0.451007896508926,0.05701191914387238,0.23059827394974539,3.617862560046025,17.44995024876717
11,0.4078256156709459,0.06365872533233077,0.14882851971520317,2.9530101440570973,10.972938480200591
12,0.10506999723372921,0.07767706532632151,0.1802360696177329,2.7507812361563406,3.334541944919094
13,0.3641559428806546,0.08470408524139018,0.7412747355956065,4.212571473061284,7.860714077949524
14,0.22862938603202065,0.07376759130876143,0.30821388763385815,4.256995573148623,7.361895987620721
15,0.10762604006699153,0.08473004897435506,0.36783982458568754,4.567948155459904,8.844116297506151
16,0.6035291850566864,0.09786578081548214,0.33004533872008324,4.313583398237824,7.7507153786718845
17,0.15292528520027796,0.08400621823966503,0.3421419430524111,4.275528085728486,18.979421254247427
18,0.35753419243286705,0.053478590795926956,0.8220133313508792,3.9446076076721477,6.411663401906735
19,0.4908293567291678,0.16695693094436437,0.4019124973310183,9.118915231260535,2.2488084329317695
20,0.30020823728206547,0.09329530458117641,0.7826197216677111,4.814724924952485,9.238428147033204
21,0.28772337153806526,0.01694915254237288,0.4082289671493789,3.735602673837694,5.674126594753589
22,0.07142857142857142,0.03744415619543621,0.4811504295894078,4.251372044427054,13.762663120882852
23,0.5128570951033975,0.11669976466169982,0.6065572165997228,4.512164652904618,14.628532075436317
24,0.27656669737929007,0.06544245097596767,0.4274982759508036,9.212340678198863,10.246540231219793
25,0.6085383521010544,0.1053359540093024,0.4839000709798952,7.840745182226825,8.797644995695707
26,0.3315447656119742,0.0975609756097561,1.1666787775551402,3.628789948254097,7.978885764028968
27,0.5539938105477227,0.07184051805072361,0.4613846341768901,5.515180652009116,6.183258571889666
28,0.33486696760705176,0.1014620636371856,0.35854307419442116,6.31316521256528,8.607564073610813
29,0.34403175115585327,0.06376017494635149,0.5023990390878735,6.184490944399978,7.965721020192811
30,0.4782802567762487,0.08823529411764706,0.26669975939918966,4.449894642128664,5.1347521613625915
31,0.16424510322633337,0.08728824873439602,0.33863067626953125,6.135340010533567,7.971141307080378
32,0.4921400348345439,0.16566582979300085,0.4527467703207945,5.585447109662569,12.386371592680613
33,0.29977134647576703,0.07905183149420697,0.4178782228542411,6.675089162328969,5.256279421889263
34,0.4669901663606817,0.19118091409856622,0.4887304587797685,6.8692862033844,15.595928333022378
35,0.013209280049266161,0.047493403693931395,0.1313289841120979,0.0343303815670567,0.045502290562149085
36,0.36192448700175567,0.06440466759251613,0.6629751242843329,5.601880978135502,14.51689120133718
37,0.4025748364337079,0.06581844757129619,0.3991072324963359,5.712361730538405,11.207079206194196
38,0.01652892561983471,0.03878411773807746,0.12457691169967336,0.06701408979321315,0.07695328598180093
39,0.0,0.0,0.0,0.0,0.0
