Object,Ag107,Cytokeratin 5,Laminin,YBX1,H3K27Ac
1,0.010752688172043012,0.043010752688172046,0.010752688172043012,0.010752688172043012,0.0
2,0.004672897196261682,0.04610688719794015,0.01923543938966555,0.014889064793274781,0.0012545479792300785
3,0.03570957440469,0.049661380549271904,0.006944444444444444,0.020833333333333332,0.009321988456779055
4,0.3414031917398626,0.04000141187147661,6.42861228205941,5.608217499472878,2.3982108397917314
5,0.3412313436468442,0.14305986960728964,3.357118179400762,7.503086482485135,1.2824890154103439
6,0.7180600914844247,0.046511627906976744,2.8036759232365807,9.026417310847792,5.852429442627486
7,0.01818181818181818,0.041989310437982735,0.023695328452370382,0.030445526296442205,0.007272727272727273
8,0.5637953887328259,0.07094403327499306,2.1319912118806363,9.225997968931884,4.201326020514768
9,0.48871366466794697,0.10921054227011544,2.1789810685884383,10.259071213858467,2.0064671465328763
10,0.4534218521679149,0.01680672268907563,1.411180878386778,7.292758883548384,2.4682512403536245
11,0.3512326177064474,0.0584747450692313,1.660247520192877,4.952613122277445,1.7593677570293476
12,0.4000859167558927,0.028558727697277745,1.628804328805166,8.375812095953219,4.134344788307839
13,0.4429867818075068,0.08570298166836009,5.282248757867253,8.333382635256823,5.479342401027679
14,0.5398602318965783,0.08844061170594167,1.1087032617148707,8.366193658719629,5.864052630076974
15,0.0859539346261458,0.06060606060606061,0.31296826673276495,4.341777228947842,1.0490519837899641
16,0.5411552245735277,0.10818459125275308,4.784710598752854,7.773440736405393,5.726867842336073
17,0.30816833745865596,0.03571428571428571,1.570215398357028,5.952327444439843,1.2986243203991936
18,0.3160024339502508,0.035960223939683705,0.9350972642200162,5.655965235498217,2.3138887376496284
19,0.13307703771288432,0.10547203109377906,14.110869998023624,1.707791408849141,2.232653180758158
20,0.06060606060606061,0.0,0.2963553992184726,4.519778829632384,1.8402202273860122
21,0.24372810999552408,0.04,2.061972255706787,7.123644997278849,2.4931546099980673
22,0.3665794368946191,0.05798623056122751,2.6666478695291462,4.9680323438210925,2.416001654032505
23,0.48200980777090247,0.07343618707223372,2.0483408069068734,8.423388020558791,2.345504881306128
24,0.5008751308476483,0.05555555555555555,1.2389730060542072,9.08301000462638,3.101403819190131
25,0.49076271279950007,0.07061428221586709,0.9390799314062171,6.36819684171231,3.647630809623504
26,0.2795165838754695,0.0251211480817933,2.3616081052932185,10.092091565546783,2.5715890742730405
27,0.3876758984157017,0.0,3.3955440606389726,1.5870885712759835,2.7857074124472483
28,0.2605733871459961,0.030609269187135517,1.8519069889806352,6.372764963024068,2.125640863517545
29,0.5627267967979863,0.018867924528301886,0.5718891598143667,6.75996077735469,1.943850945751622
30,0.27226280257815405,0.05714285714285714,5.358062822194326,8.234374335833959,3.3713758514040992
31,0.6577786269187927,0.0798959846496582,1.42605890417099,5.1514267845153805,1.7809029836654664
32,0.0,0.03225806451612903,42.43726333495109,0.834720661563258,2.2501409246075537
33,0.5482754305184606,0.0428400987602142,5.436523308236915,7.523113618414086,2.1448173648621665
34,0.041666666666666664,0.0,51.1705170472463,0.6916031489769617,1.5878629287083943
35,0.0058823529411764705,0.06745128491345574,17.574889795219196,0.3095555003951578,0.4492868009735556
36,0.0,0.16191955975123815,55.41817188944135,0.6264777370861598,2.5278082541057043
37,0.40037383573750657,0.07396076122919719,10.878074798422555,6.205193457504113,4.2455234217147035
38,0.31507540190661393,0.037037037037037035,58.77675367284704,1.1859205332067277,2.1927243338690863
39,0.49002731746097783,0.0618056058883667,2.9749764980010265,3.803543785832963,1.5146866744419314
40,0.018518518518518517,0.026455026455026454,0.16599853313158427,0.03563553221011288,0.02970573763367991
41,0.3095346755451626,0.05211395687527127,39.2271101714442,5.955491976290153,7.186074289379928
42,0.4811868961946464,0.13405192487033796,11.75141919542242,5.8803328143225775,1.8951734760661183
43,0.23593329650729727,0.0335195530726257,12.748570035289786,6.279117441710147,4.38687673027955
44,0.13043478260869565,0.13043478260869565,60.68741669862167,0.33534689053245215,2.23060521353846
45,0.13888265775597614,0.24020059212394382,57.295774573865145,0.8702955401462057,2.1990942747696587
46,0.6045780718326569,0.057260064780712126,78.66856495340666,4.44071332414945,3.780473458766937
47,0.04854368932038835,0.04854368932038835,0.04609844985517483,0.009708737864077669,0.0
48,0.1,0.0,71.38631935119629,0.305190896987915,2.7974159359931945
49,0.04,0.04835759282112122,0.17929385900497435,0.07,0.01
50,0.03913519719634393,0.025252525252525252,0.4472289061305499,0.06012800426194162,0.025252525252525252
51,0.0,0.1449774594410606,0.14052763970001883,0.09936940799588742,0.10228042434091153
