Object,Neighbor,Distance
1,3,
1,4,
2,7,
3,1,
3,4,
4,1,
4,3,
5,6,
5,9,
6,5,
6,9,
6,12,
6,17,
7,2,
8,11,
8,12,
9,5,
9,6,
9,10,
9,14,
9,17,
10,9,
10,14,
11,8,
11,12,
11,13,
12,6,
12,8,
12,11,
12,13,
12,15,
12,17,
13,11,
13,12,
13,15,
13,19,
14,9,
14,10,
14,16,
14,18,
15,12,
15,13,
15,17,
15,19,
16,14,
16,18,
17,6,
17,9,
17,12,
17,15,
17,19,
17,20,
17,22,
17,24,
18,14,
18,16,
18,20,
18,23,
19,13,
19,15,
19,17,
19,21,
19,24,
19,25,
20,17,
20,18,
20,22,
20,23,
20,26,
21,19,
21,25,
21,27,
22,17,
22,20,
22,24,
22,28,
23,18,
23,20,
23,26,
24,17,
24,19,
24,22,
24,25,
24,28,
25,19,
25,21,
25,24,
25,27,
25,28,
25,29,
26,20,
26,23,
27,21,
27,25,
27,29,
27,30,
28,22,
28,24,
28,25,
28,29,
28,31,
28,33,
29,25,
29,27,
29,28,
29,30,
29,31,
29,32,
29,34,
30,27,
30,29,
30,32,
31,28,
31,29,
31,33,
31,34,
31,37,
32,29,
32,30,
32,34,
32,36,
33,28,
33,31,
33,37,
34,29,
34,31,
34,32,
34,36,
34,37,
35,38,
36,32,
36,34,
36,37,
37,31,
37,33,
37,34,
37,36,
38,35,
