Object,Ag107,Cytokeratin 5,Laminin,YBX1,H3K27Ac
1,0.02242152466367713,0.03587443946188341,0.03895720238108272,0.026905829596412557,0.008968609865470852
2,0.0,0.1111111111111111,0.0,0.7589250604311625,0.0
3,0.0,0.26260032824107576,0.0,0.14285714285714285,0.0
4,0.503003173329857,0.058896418367878775,2.6882839845807367,6.168668507190233,4.5214802147297375
5,0.9100240661251929,0.06480475010410432,0.7866474332347992,9.029572671459567,6.103518897487271
6,0.6950596960691305,0.019230769230769232,0.4043257717902844,6.4060706335764666,3.280860660167841
7,0.7103367834710158,0.05010323684949141,2.4250455040198107,7.584256787712757,6.8965084701776505
8,0.018561484918793503,0.03144368093694169,0.04566483652508729,0.021862676414702166,0.002320185614849188
9,0.38083341389389364,0.0571615993976593,0.8536448761568232,6.86764106912128,4.349157787985721
10,0.3741220322748025,0.07820866505304973,0.8008586677412192,7.223347646494706,5.574731547385454
11,0.6093778058886528,0.0463431142270565,0.7278066774830222,8.085219569504261,6.696982438862324
12,0.9363719640776168,0.0883856457333232,0.7376960848653039,7.756708924160447,8.241698664288188
13,0.3591696172552083,0.055326452819249965,5.798371848239694,8.616947119594903,13.327236557359337
14,0.4805163855736072,0.057692307692307696,1.0759503589226649,8.302482912173637,3.6989354514158688
15,0.3426324660127813,0.07768774032592773,10.757554662769492,9.065564574978568,8.990851563757117
16,0.6273106722604661,0.06286824260439192,1.5727910723005023,8.002946661767506,4.5577072381973265
17,0.2911563199393603,0.08048103415236181,1.330228436358121,7.524359576252042,4.98780867639853
18,0.39129540503025056,0.05918185830116272,38.110556037425994,9.467322940826415,10.139833819270134
19,0.5239626701061543,0.051783989025996284,18.22128539635585,8.562688732147217,12.452146293566777
20,0.49752803643544513,0.034575095883122194,5.85527718655857,8.648763500613931,14.027834063694801
21,0.2439669465596697,0.053588619274375714,80.44972152203586,4.744424707066696,3.9038769534203857
22,0.39068666462586304,0.0530505102371501,26.376928020303495,5.474221464629485,10.38005586818
23,0.07894736842105263,0.0924896566491378,49.98495636174553,0.8034190347320155,4.9402213535810775
24,0.23966013468228853,0.028965541532823255,37.480334674561774,8.114733495912352,10.821931645586774
25,0.8863820044199625,0.02666666666666667,26.56596590677897,5.027764228582382,3.488450576464335
26,0.030303030303030304,0.12121212121212122,18.1815903078426,1.0836606964920505,2.6666303006085483
27,0.460975274924309,0.062073394816408875,37.46230913169922,5.962751190508565,5.969781832348916
28,0.5231921115478912,0.06565602568836955,6.4181055616248734,5.2441377980368475,6.6739079410379585
29,0.35964308427960684,0.06741573033707865,5.719371466154463,6.133023352770323,2.5504551824558988
30,0.10301148891448975,0.0,14.03763807387579,8.701311406635103,5.47858677023933
31,1.0150316556294758,0.0,42.259334564208984,6.197964085472955,5.64449143409729
32,0.2096169899849996,0.040121988876022564,2.6093128406218367,5.678765273224698,5.9435279778320425
33,0.4814629155243265,0.06458019758092946,0.6333911451800116,6.124507374599062,4.724558873834281
34,0.5781806363509252,0.034753033748039834,36.84360209222023,5.693542222564037,9.434024440554472
35,0.0,0.045567001402378085,0.05357842147350311,0.0125,0.0
36,0.26863729075868,0.06499111467553664,17.89449169654255,4.99268270647803,7.829817320949347
37,0.4403027923483598,0.10526315789473684,40.59627278227555,6.718766353632274,7.755080674823962
38,0.6087546275471741,0.18138490982775418,2.875585337854781,5.655815254967168,2.580406236198713
39,0.031971170352055475,0.015384615384615385,0.09561085334190955,0.0,0.0
40,0.05263157894736842,0.0,0.1409958475514462,0.058926939964294434,0.0
