Object,area,centroid-0,centroid-1,major_axis_length,minor_axis_length,eccentricity
1,38,1.368421052631579,5.157894736842105,11.155028281266786,4.695459349624062,0.9070942346208274
2,19,1.5789473684210527,33.63157894736842,8.866874966720513,3.395307469446576,0.9237813341946675
3,130,8.146153846153846,53.11538461538461,21.150418470091942,8.556441897674382,0.9145150426724991
4,30,4.233333333333333,56.93333333333333,10.674918538758748,3.692861397612418,0.938257324827724
5,29,5.344827586206897,1.7241379310344827,7.153336693997733,5.734290959705277,0.5978276798926851
6,170,7.588235294117647,36.95882352941177,19.187986982516847,11.552389162037068,0.7984481080382202
7,163,15.141104294478527,23.779141104294478,22.744323546158263,10.834014138455084,0.8792615731036189
8,140,24.192857142857143,21.014285714285716,14.712526174450566,12.657027655666674,0.5098062958216277
9,114,28.657894736842106,31.263157894736842,16.061721697966775,9.489890965571202,0.8067895151444678
10,129,31.162790697674417,8.263565891472869,16.449932163733568,12.133139922192886,0.675259829357407
11,176,26.34090909090909,53.59659090909091,25.27897725137183,9.920638769123453,0.9197749581720278
12,33,37.54545454545455,56.09090909090909,7.4652695926539145,6.456021857812759,0.5021033957969882
13,58,38.03448275862069,11.775862068965518,16.345059954112823,5.240654634127121,0.9472058029357293
14,127,40.59842519685039,36.29133858267716,14.768866740287702,11.288163814002605,0.6448352473590768
15,171,47.47953216374269,14.175438596491228,18.01905954288677,13.054373605647653,0.6893001759358927
16,83,45.57831325301205,53.66265060240964,13.551200684782739,8.09805463150226,0.8018022470038237
17,33,51.45454545454545,55.75757575757576,12.019061498874555,5.130922566124724,0.9042994197044958
18,172,51.104651162790695,44.83139534883721,16.64291666651656,13.682852912511928,0.5692814194729174
19,177,56.16949152542373,29.440677966101696,23.739370022172213,9.963483327853371,0.9076615252534532
20,19,59.421052631578945,42.78947368421053,11.394766906217267,2.1722900219996757,0.9816601598809549
