Object,area,centroid-0,centroid-1,major_axis_length,minor_axis_length,eccentricity
1,93,2.5376344086021505,9.548387096774194,18.272847372348608,8.036203130703813,0.8981009706683871
2,214,3.439252336448598,88.91588785046729,30.33022028100809,10.430852882194829,0.9390027745809135
3,144,10.729166666666666,3.8819444444444446,19.602189987378832,11.436869641859088,0.8121500912013
4,110,8.8,50.21818181818182,15.962740722239056,9.667573791533021,0.7957435619800248
5,48,8.3125,39.145833333333336,11.67703547822327,5.693042361444704,0.8730996723552361
6,43,14.883720930232558,48.41860465116279,8.096912482095897,6.9734711418491875,0.5081803981834438
7,275,20.41090909090909,97.97454545454545,38.20458971713273,11.629865895353365,0.9525410460971203
8,181,16.635359116022098,39.35911602209945,21.87750354622079,11.318176928789036,0.8557780375415518
9,42,17.904761904761905,54.95238095238095,9.786028460709966,5.924513492102282,0.7959173469790495
10,119,17.243697478991596,30.394957983193276,21.98129339654222,7.592467573989046,0.9384534038030076
11,154,20.149350649350648,72.46753246753246,18.005897688185037,11.0223325302097,0.7907407058682748
12,141,28.673758865248228,48.666666666666664,17.121099242551512,10.952379941701395,0.7686240672591871
13,170,24.98235294117647,59.417647058823526,19.31168523654736,11.640877303587695,0.7979004041447545
14,236,28.21186440677966,26.826271186440678,24.938856023779596,12.892179830744247,0.8560146689406865
15,66,29.318181818181817,38.5,11.674816268965918,9.529223635869695,0.5777405978244851
16,141,30.921985815602838,69.60283687943263,14.89517224982917,12.78609708772373,0.5129718098224222
17,84,30.94047619047619,80.66666666666667,12.923490054434303,9.076730299554542,0.7118381083652734
18,99,30.626262626262626,17.585858585858585,17.742307205963687,9.002195957116637,0.8617189681621642
19,63,36.53968253968254,60.12698412698413,14.133341725307256,7.40851481991759,0.8516031517877316
20,33,37.42424242424242,24.484848484848484,10.928439587385414,4.058781556789001,0.9284744586373342
21,75,40.586666666666666,69.34666666666666,10.04979827024036,9.729604265946191,0.2504124042400884
22,66,42.60606060606061,23.606060606060606,11.160696829208696,9.36402390126688,0.5441038879642666
23,88,40.45454545454545,79.17045454545455,12.900414042649277,9.46714519743805,0.6792967786224451
24,54,43.03703703703704,31.12962962962963,9.461218994978804,7.461635697532235,0.6148362539939838
25,107,44.94392523364486,38.373831775700936,16.272528593450676,11.0590088855329,0.7335715804045332
26,138,49.333333333333336,45.02173913043478,19.00322414132202,9.81521827733951,0.8562855064177322
27,35,49.22857142857143,28.228571428571428,9.527449812021885,4.770310613021993,0.8656259510717805
28,106,48.5188679245283,77.35849056603773,14.467486682527772,10.39719113279467,0.6953625534022209
29,53,56.18867924528302,80.9245283018868,9.409783590059876,7.50364400764305,0.6034114249340635
30,105,56.31428571428572,51.647619047619045,15.003579902246308,9.60415068073781,0.7682716586419177
31,125,56.12,88.672,15.80134252147454,11.085748983223484,0.7126004746665071
32,31,56.12903225806452,34.225806451612904,9.81635094810174,4.555282254198862,0.8858087620336548
33,83,59.31325301204819,61.04819277108434,12.889151308081095,8.259200076425937,0.767718745775926
34,24,62.875,27.75,6.733358101568148,4.698782325530015,0.7162571951534858
35,170,68.02941176470588,19.68235294117647,16.66526332441457,13.557053669963677,0.5815765013866463
36,35,63.05714285714286,33.4,9.921654095087804,5.532239869764421,0.8301148165045036
37,192,62.473958333333336,70.94791666666667,19.188386954773108,14.121551588559157,0.6770439231792581
38,27,63.0,37.48148148148148,9.043401106843694,3.9800802858633304,0.8979444616193127
39,53,64.54716981132076,83.81132075471699,9.965813040749877,7.335749580936755,0.6768821207577346
40,378,58.70899470899471,4.8201058201058204,40.35003175775135,13.227039811507042,0.9447445661800034
41,189,65.29629629629629,45.25396825396825,18.29386835536392,14.681029913598493,0.5966373722994583
42,81,71.92592592592592,71.23456790123457,14.53350961373864,7.500226506711557,0.8565498025867974
43,179,71.32960893854748,57.720670391061454,17.79496952901053,13.729851081413436,0.6361589850312523
44,23,73.78260869565217,40.17391304347826,5.911396439803396,5.207654399362533,0.4732063024670337
45,23,77.04347826086956,44.26086956521739,6.754936201581288,4.703329618723169,0.7177698916039664
46,60,77.83333333333333,49.93333333333333,10.778569153405147,7.273712356816666,0.7379723246402959
47,103,79.19417475728156,98.53398058252426,14.210318522198346,10.70561347049721,0.657598014116001
48,10,82.6,48.1,6.2668633939802625,2.099148208486047,0.9422323684941285
49,100,81.7,4.3,13.505554412907307,9.975971130671942,0.6740815714082983
50,198,80.06565656565657,15.914141414141413,21.135564065322896,12.564580721466081,0.8041135236516873
51,92,83.77173913043478,88.90217391304348,18.365654530235634,7.209496220640548,0.9197293054091636
