Object,Neighbor,Distance
1,4,1.0
1,5,1.0
1,6,1.0
2,3,1.0
2,4,1.0
2,9,1.0
3,2,1.0
3,9,1.0
3,10,1.0
3,11,1.0
4,1,1.0
4,2,1.0
4,6,1.0
4,9,1.0
4,12,1.0
5,1,1.0
5,6,1.0
5,7,1.0
5,8,1.0
6,1,1.0
6,4,1.0
6,5,1.0
6,7,1.0
6,8,2.0
6,12,1.0
7,5,1.0
7,6,1.0
7,8,1.0
7,12,1.0
8,5,1.0
8,6,2.0
8,7,1.0
8,12,1.0
8,13,2.236068
8,17,1.0
9,2,1.0
9,3,1.0
9,4,1.0
9,10,1.0
9,11,1.0
9,12,1.0
9,14,1.0
9,15,2.236068
9,16,1.0
10,3,1.0
10,9,1.0
10,11,1.0
10,14,2.236068
10,15,3.0
11,3,1.0
11,9,1.0
11,10,1.0
11,14,1.0
11,15,1.0
12,4,1.0
12,6,1.0
12,7,1.0
12,8,1.0
12,9,1.0
12,13,1.0
12,14,3.1622777
12,16,1.0
12,17,1.0
13,8,2.236068
13,12,1.0
13,16,1.0
13,17,1.0
14,9,1.0
14,10,2.236068
14,11,1.0
14,12,3.1622777
14,15,1.0
14,16,1.0
15,9,2.236068
15,10,3.0
15,11,1.0
15,14,1.0
16,9,1.0
16,12,1.0
16,13,1.0
16,14,1.0
16,17,1.0
17,8,1.0
17,12,1.0
17,13,1.0
17,16,1.0
