Object,Neighbor,Distance
1,3,1.0
1,5,2.236068
2,4,3.0
3,1,1.0
3,5,1.0
3,7,1.0
4,2,3.0
4,6,1.0
4,8,1.0
5,1,2.236068
5,3,1.0
5,7,1.0
5,9,1.0
5,14,1.0
6,4,1.0
6,8,1.0
7,3,1.0
7,5,1.0
7,11,1.0
7,14,1.0
8,4,1.0
8,6,1.0
9,5,1.0
9,10,1.0
9,12,1.0
9,14,1.0
10,9,1.0
10,12,1.0
10,13,1.0
11,7,1.0
11,14,1.0
12,9,1.0
12,10,1.0
12,13,1.0
12,14,1.0
13,10,1.0
13,12,1.0
13,15,1.0
13,19,1.0
13,21,1.0
14,5,1.0
14,7,1.0
14,9,1.0
14,11,1.0
14,12,1.0
14,17,1.0
15,13,1.0
15,18,1.0
15,21,1.0
16,17,1.0
16,19,1.4142135
16,20,1.0
17,14,1.0
17,16,1.0
17,20,1.0
18,15,1.0
18,21,1.0
19,13,1.0
19,16,1.4142135
19,20,1.0
19,21,1.0
20,16,1.0
20,17,1.0
20,19,1.0
20,21,1.0
21,13,1.0
21,15,1.0
21,18,1.0
21,19,1.0
21,20,1.0
