Object,Neighbor,Distance
1,2,1.0
1,3,1.0
1,5,1.0
2,1,1.0
2,3,1.0
2,4,1.0
2,6,1.0
2,7,1.0
3,1,1.0
3,2,1.0
3,5,1.0
3,6,1.0
4,2,1.0
4,6,3.1622777
4,7,1.0
5,1,1.0
5,3,1.0
5,6,1.0
5,8,1.0
5,9,3.6055512
5,11,1.0
6,2,1.0
6,3,1.0
6,4,3.1622777
6,5,1.0
6,7,1.0
6,8,1.0
6,9,1.0
6,10,4.0
6,12,2.828427
7,2,1.0
7,4,1.0
7,6,1.0
7,9,1.0
7,12,1.0
7,13,1.0
8,5,1.0
8,6,1.0
8,9,1.0
8,10,1.0
8,11,1.0
8,14,1.4142135
8,15,1.0
9,5,3.6055512
9,6,1.0
9,7,1.0
9,8,1.0
9,10,1.0
9,12,1.0
9,14,1.0
10,6,4.0
10,8,1.0
10,9,1.0
10,12,2.0
10,14,1.0
10,15,1.4142135
11,5,1.0
11,8,1.0
11,15,1.0
12,6,2.828427
12,7,1.0
12,9,1.0
12,10,2.0
12,13,1.0
12,14,1.0
13,7,1.0
13,12,1.0
13,17,1.0
14,8,1.4142135
14,9,1.0
14,10,1.0
14,12,1.0
14,15,1.0
14,16,1.0
15,8,1.0
15,10,1.4142135
15,11,1.0
15,14,1.0
15,16,1.0
16,14,1.0
16,15,1.0
17,13,1.0
