Object,Neighbor,Distance
1,3,1.0
3,1,1.0
4,5,1.0
4,6,1.0
5,4,1.0
5,6,1.0
5,7,1.0
5,9,1.0
6,4,1.0
6,5,1.0
6,7,1.0
6,8,1.0
7,4,4.0
7,5,1.0
7,6,1.0
7,8,1.0
7,9,1.0
7,10,1.0
7,11,1.0
8,6,1.0
8,7,1.0
8,10,3.0
8,11,1.0
9,5,1.0
9,7,1.0
9,10,1.0
9,11,1.0
9,12,1.0
9,13,1.0
9,14,1.4142135
9,15,1.0
10,7,1.0
10,8,3.0
10,9,1.0
10,11,1.0
10,14,2.0
10,15,2.0
11,7,1.0
11,8,1.0
11,9,1.0
11,10,1.0
11,14,1.0
11,15,1.4142135
12,9,1.0
12,13,1.0
13,9,1.0
13,12,1.0
13,15,1.0
14,9,1.4142135
14,10,2.0
14,11,1.0
14,15,1.0
15,9,1.0
15,10,2.0
15,11,1.4142135
15,13,1.0
15,14,1.0
