Object,Neighbor,Distance
1,2,1.0
1,3,1.0
1,5,2.0
1,7,1.0
2,1,1.0
2,3,1.0
2,7,3.0
3,1,1.0
3,2,1.0
3,7,1.0
4,6,1.0
4,9,1.0
4,10,1.0
4,12,1.0
5,1,2.0
5,7,2.236068
5,8,1.0
5,11,2.0
5,13,1.4142135
6,4,1.0
6,12,1.0
7,1,1.0
7,2,3.0
7,3,1.0
7,5,2.236068
7,13,1.0
7,15,1.0
8,5,1.0
8,9,1.0
8,11,1.0
8,13,2.236068
8,16,1.0
9,4,1.0
9,8,1.0
9,10,1.0
9,11,3.1622777
9,14,2.236068
9,16,1.0
9,17,1.0
10,4,1.0
10,9,1.0
10,12,1.0
10,14,1.0
10,16,2.0
10,17,1.0
11,5,2.0
11,8,1.0
11,9,3.1622777
11,13,1.0
11,16,1.0
11,18,3.6055512
12,4,1.0
12,6,1.0
12,10,1.0
12,14,1.0
12,22,1.0
13,5,1.4142135
13,7,1.0
13,8,2.236068
13,11,1.0
13,15,1.0
13,16,1.0
13,18,1.0
13,19,3.6055512
14,9,2.236068
14,10,1.0
14,12,1.0
14,16,3.0
14,17,1.0
14,22,1.0
15,7,1.0
15,13,1.0
15,18,1.0
15,20,1.0
16,8,1.0
16,9,1.0
16,10,2.0
16,11,1.0
16,13,1.0
16,14,3.0
16,17,1.0
16,18,1.0
16,19,1.0
17,9,1.0
17,10,1.0
17,14,1.0
17,16,1.0
17,19,1.0
17,22,1.0
18,11,3.6055512
18,13,1.0
18,15,1.0
18,16,1.0
18,19,1.0
18,20,1.0
18,21,1.0
18,23,1.0
19,13,3.6055512
19,16,1.0
19,17,1.0
19,18,1.0
19,22,1.0
19,23,1.0
19,24,1.0
20,15,1.0
20,18,1.0
20,21,1.0
20,23,1.0
21,18,1.0
21,19,4.0
21,20,1.0
21,23,1.0
22,12,1.0
22,14,1.0
22,17,1.0
22,19,1.0
22,24,1.0
23,18,1.0
23,19,1.0
23,20,1.0
23,21,1.0
23,24,1.0
24,19,1.0
24,22,1.0
24,23,1.0
