Object,area,centroid-0,centroid-1,axis_major_length,axis_minor_length,eccentricity
1,63,1.8888888888888888,51.0,15.457938879528603,5.863310008550632,0.9252707309828706
2,57,6.666666666666667,27.45614035087719,15.211141178379153,5.36447013722728,0.9357488263564273
3,101,8.831683168316832,54.10891089108911,13.014879685485779,10.47531425788947,0.5934482406306862
4,103,10.21359223300971,20.893203883495147,12.939472670212636,10.570491193870389,0.5767534958846001
5,39,15.205128205128204,30.53846153846154,8.957960165357651,6.024019337531682,0.7401183087578435
6,87,16.896551724137932,13.71264367816092,13.16893319044026,8.963881035474385,0.7325772343164608
7,84,18.761904761904763,24.13095238095238,12.148688280317815,8.964977652779405,0.6748686089076065
8,36,20.36111111111111,8.38888888888889,8.485770926629664,5.689851301233577,0.7418944171319349
9,134,24.828358208955223,35.514925373134325,17.23148539669606,10.445498311276365,0.7953223317567469
10,112,27.080357142857142,19.642857142857142,12.500798990878321,11.928963812958779,0.2989904298360954
11,83,28.44578313253012,10.132530120481928,12.013859293847128,9.223560343046923,0.640757503977473
12,48,29.625,43.270833333333336,9.06099208506738,7.081064749732332,0.6239191430476018
13,84,29.988095238095237,28.476190476190474,13.113692653250835,8.339276746301435,0.7717538949463398
14,58,32.89655172413793,49.37931034482759,10.619910220162042,7.793860454238635,0.6792668532614411
15,128,39.2265625,35.8671875,14.769998233861426,11.521442468143055,0.6257082947843073
16,74,38.2972972972973,45.24324324324324,12.441818377857851,8.487019341781158,0.7312247921772178
17,159,41.509433962264154,20.962264150943398,19.689798101065453,10.965278307945587,0.8305785377526271
18,23,38.73913043478261,26.565217391304348,8.025909953902842,3.866472388536351,0.8763093664814723
19,110,45.763636363636365,46.64545454545455,17.05903030687928,8.76629895598299,0.8578619217470903
20,128,47.765625,5.7109375,14.245583635096756,13.066083061995416,0.39842165324340967
