Object,area,centroid-0,centroid-1,axis_major_length,axis_minor_length,eccentricity
1,51,1.0392156862745099,12.607843137254902,18.71363802667079,4.1845707351345665,0.9746785265288277
2,30,3.1666666666666665,5.233333333333333,9.61798057086696,4.62373162963316,0.8768641210911609
3,39,5.512820512820513,1.564102564102564,10.502693613692188,5.376532532272503,0.8590334893259307
4,146,9.363013698630137,61.97260273972603,15.208362262201428,12.697061920134532,0.5504415299479142
5,134,10.902985074626866,75.14925373134328,17.94372880040035,10.051764404538327,0.8283691629805254
6,50,16.14,69.5,8.850055568490228,7.584386358475882,0.515337315172373
7,37,20.324324324324323,72.70270270270271,10.169450480340032,5.037560680978886,0.8686865701901239
8,110,19.62727272727273,19.836363636363636,19.870370014059915,7.437550392093295,0.9273062272219545
9,126,20.444444444444443,60.79365079365079,16.27599786534873,10.2637886687064,0.7761007985160782
10,160,19.725,39.15,19.861984258363286,11.381194195712899,0.819545608840848
11,54,23.40740740740741,26.314814814814813,10.484863217767561,6.96368317484178,0.7475856783969721
12,90,27.544444444444444,30.933333333333334,14.972761762093542,8.833164793963597,0.807440560627229
13,59,27.610169491525422,20.10169491525424,13.424492345684795,5.819279720405908,0.9011620841509936
14,88,29.443181818181817,9.886363636363637,13.976961888015687,8.26959925982795,0.8061881244093038
15,134,30.53731343283582,57.298507462686565,14.2933703787127,12.081103914521167,0.5344117229293229
16,89,29.370786516853933,43.39325842696629,13.543497005456327,9.208605104157693,0.7332787237258324
17,42,33.785714285714285,49.07142857142857,8.884482968701011,6.7796697237059504,0.6462909563112642
18,99,34.525252525252526,15.292929292929292,15.651580685172604,8.87559637522133,0.8236672051019754
19,51,35.05882352941177,34.19607843137255,9.129391955302626,7.328654813861988,0.5963104964675274
20,72,36.736111111111114,25.194444444444443,12.346009363703075,7.935239637213104,0.7660867290108998
21,82,38.548780487804876,41.81707317073171,11.550783664384195,9.420065598601862,0.5787080897185153
22,99,43.21212121212121,13.212121212121213,12.776133064033846,10.553244756675003,0.5636518965760857
23,146,45.26027397260274,28.445205479452056,19.451853550617322,10.549312504070466,0.8401659344511747
24,16,44.5,41.8125,5.301859257350197,3.7852065221398448,0.700207434242993
25,43,43.395348837209305,36.41860465116279,11.595284217283021,4.857337976382097,0.9080294517628771
26,73,49.342465753424655,20.767123287671232,11.202630093861792,8.567419968107092,0.6443050181252405
27,53,51.0188679245283,58.735849056603776,12.551995958708982,5.746599268135076,0.8890430827545249
28,9,52.55555555555556,26.77777777777778,5.274258481434536,1.946056459258261,0.9294403032006735
29,36,50.833333333333336,66.75,8.444488488258726,5.936848467598059,0.7111461761295212
