Object,area,centroid-0,centroid-1,axis_major_length,axis_minor_length,eccentricity
1,166,5.578313253012048,45.8433734939759,16.434837571480294,13.346474003179214,0.5835400983442918
2,158,14.0,16.411392405063292,20.15916854948394,10.356372646739992,0.857951825465129
3,154,19.045454545454547,6.818181818181818,15.745053251956074,13.861987276194188,0.4742268434849233
4,242,14.537190082644628,32.66528925619835,26.69088696887268,13.830022630944383,0.8552865948809774
5,47,16.595744680851062,49.680851063829785,9.71733983070678,6.448579010851545,0.7480736853015411
6,123,18.88617886178862,41.34146341463415,17.032354544018812,9.609702578617929,0.8256362215740887
7,23,22.82608695652174,46.43478260869565,7.0217296579348085,5.009974997231272,0.7006594512691786
8,89,28.820224719101123,49.449438202247194,16.351800356185052,8.241709974183994,0.8636892853401366
9,197,28.583756345177665,23.0,18.545689466065134,13.75957379000014,0.6704791145658083
10,90,28.533333333333335,9.277777777777779,12.540131528461625,9.53959468116866,0.6490740291593999
11,99,33.09090909090909,5.202020202020202,18.895101766065498,10.32052012138505,0.8376542614696347
12,160,32.5,39.25,17.37533553377173,12.373266144751335,0.7020611391016993
13,89,41.1123595505618,41.02247191011236,13.587436074197273,9.906452370999888,0.6844187277787722
14,192,45.223958333333336,20.921875,25.093332249348972,15.234538709108925,0.7946139705744181
15,122,41.82786885245902,14.270491803278688,13.92411083747269,11.65131352032251,0.547550659759131
16,117,44.085470085470085,34.034188034188034,21.321612772409804,8.157964866771978,0.9239079529277658
17,91,43.9010989010989,48.7032967032967,14.913938610773753,9.110346740100928,0.7917376898092097
