Object,area,centroid-0,centroid-1,axis_major_length,axis_minor_length,eccentricity
1,223,4.013452914798206,17.443946188340806,29.384166592583114,11.8827269529182,0.9145856827910626
2,9,0.7777777777777778,59.111111111111114,7.169193710818851,1.6510960986202161,0.9731186628589993
3,7,0.7142857142857143,91.14285714285714,3.582070095417669,2.4713456540351713,0.7238845965239823
4,89,4.943820224719101,56.41573033707865,15.203620949939715,8.051125435577097,0.8482767569842304
5,62,8.080645161290322,63.516129032258064,11.551987732264246,7.343516174001411,0.7719420845015744
6,52,8.5,47.09615384615385,10.324089783921906,6.6358474898589455,0.7660728481382
7,104,11.692307692307692,71.13461538461539,13.649515307614028,11.362955925733802,0.5540542791219838
8,431,15.554524361948955,8.849187935034802,25.61729349480952,24.92572476293323,0.23078895307431838
9,59,14.40677966101695,43.20338983050848,11.376681888201599,7.733310303077223,0.7334430094820006
10,96,14.895833333333334,53.385416666666664,12.063158708391443,10.86722234154635,0.4341088407397956
11,160,19.75625,78.8375,19.387564093422533,11.993716418334785,0.7856829587528343
12,43,19.976744186046513,44.16279069767442,8.243699280380142,7.222665394674755,0.48204996968607194
13,186,21.225806451612904,62.655913978494624,18.001192949086864,13.572569927786807,0.6568954310160708
14,52,23.03846153846154,39.05769230769231,9.456694888627231,7.485483300692751,0.6110994138626934
15,110,25.40909090909091,50.95454545454545,12.971016908958177,11.734416133767102,0.426124953732107
16,105,28.114285714285714,77.4952380952381,14.331669074162116,10.005408780222965,0.7159682554587566
17,98,30.43877551020408,40.214285714285715,12.352428677955151,11.299737225168721,0.4039556172972354
18,100,32.33,69.11,12.819632984842588,10.664005351364745,0.5550012623476844
19,65,33.07692307692308,52.38461538461539,11.757029271297197,7.661288379700754,0.7585329277638876
20,81,35.48148148148148,61.2962962962963,12.487604103612071,8.56825682146515,0.7274686014657544
21,113,39.14159292035398,31.38053097345133,14.172336150379767,10.575191896100723,0.6657380737104132
22,107,42.48598130841121,54.532710280373834,14.31021649049825,9.933482558025391,0.7198272959883971
23,38,40.26315789473684,69.94736842105263,11.418327513990754,5.335676359432291,0.8841038157337746
24,143,41.07692307692308,44.50349650349651,16.00392967660448,11.980301185268672,0.6630388718950714
25,75,41.693333333333335,13.333333333333334,12.498005315704829,7.734600242183926,0.7854959674928885
26,33,43.93939393939394,62.303030303030305,8.71483033805343,5.126529097774648,0.8086766146330024
27,186,46.53763440860215,19.440860215053764,19.871766428610574,13.811397731883748,0.718984437679332
28,77,46.61038961038961,36.27272727272727,11.701202735273153,8.940389492626299,0.6451483752812844
29,89,48.97752808988764,70.67415730337079,13.318269860479539,8.739422571640223,0.7545887177726034
30,21,50.80952380952381,49.0,6.707761441663402,4.292486176508966,0.7684346484605907
31,9,50.111111111111114,40.111111111111114,4.0171906061502325,2.8906758369544234,0.6944132079458367
32,137,52.62043795620438,56.91240875912409,18.379067055806846,10.18878099231461,0.8322711427742655
33,145,57.89655172413793,64.54482758620689,17.134849605280557,11.624606793637193,0.7346752473672715
34,104,55.33653846153846,42.97115384615385,12.289816417009915,11.437975185386573,0.3658159125559665
35,80,52.9375,90.3,20.95656093514423,5.130307375936341,0.9695718951037438
36,129,53.666666666666664,29.837209302325583,16.616590390751984,10.183449165394352,0.7902005832262252
37,38,58.60526315789474,36.1578947368421,11.15283018548169,5.608854981194364,0.8643395576464326
38,106,59.10377358490566,21.00943396226415,13.574963209036795,10.146076728632654,0.6643619554987069
39,65,64.95384615384616,88.01538461538462,10.325916003321137,8.603168715467246,0.5530278556440319
40,19,65.84210526315789,1.1578947368421053,6.804817738388441,3.678077019471512,0.8413371192243777
