Object,area,centroid-0,centroid-1,axis_major_length,axis_minor_length,eccentricity
1,19,1.0526315789473684,2.3684210526315788,7.194210502721471,3.66001226953807,0.8609177797231872
2,198,3.6363636363636362,74.14646464646465,26.667536471167445,11.29224862143517,0.9059215743053459
3,44,2.75,7.386363636363637,10.44783887353806,5.672874566548565,0.8397513825446841
4,54,8.925925925925926,1.7777777777777777,13.119445256631316,5.865973799265766,0.8944736993020745
5,28,10.25,29.892857142857142,6.871371506244444,5.722188156347306,0.5536374821212463
6,133,12.518796992481203,37.766917293233085,17.14094703792858,10.682933619385329,0.7820301724745757
7,426,17.666666666666668,83.19014084507042,31.910489695973535,19.382560763641496,0.7943930493240836
8,64,14.1875,50.203125,12.299640608676228,7.296998331327936,0.8050041111603552
9,137,18.562043795620436,28.554744525547445,14.921670648792004,13.733938402090253,0.390972890912442
10,78,19.243589743589745,19.794871794871796,12.792992676902932,8.488230381092489,0.7481707550025636
11,54,21.185185185185187,54.407407407407405,11.740901650141078,6.530738286798689,0.8310228863934974
12,155,18.98709677419355,45.29677419354839,24.755641804392052,9.784346323784234,0.9185791695410738
13,79,27.59493670886076,57.41772151898734,11.869967446761269,9.573999987522102,0.5911339546174529
14,91,27.75824175824176,19.065934065934066,15.233247161387919,7.961346103737061,0.8525598425979339
15,84,33.726190476190474,53.976190476190474,15.286133088203282,7.405390208758558,0.8748181168069878
16,64,34.953125,16.21875,13.022650824486474,7.896821148633276,0.7951664515950407
17,192,35.895833333333336,44.916666666666664,21.494393786133937,12.276249978897646,0.8208545470292886
18,107,37.87850467289719,20.934579439252335,21.42336885433992,6.7937598022111425,0.9483857158296176
19,73,40.63013698630137,62.19178082191781,10.417214839752518,9.307104097445924,0.4491925449528202
20,172,41.99418604651163,34.02906976744186,21.131010722648163,10.617068245889167,0.864611990056622
21,59,42.05084745762712,71.61016949152543,12.231888024925967,6.402562649426366,0.8520673991209765
22,70,46.15714285714286,42.91428571428571,12.259075714977518,8.569187883445863,0.7151141762581332
23,107,45.21495327102804,24.1588785046729,13.24946034666028,11.129662689329997,0.542572844543659
24,118,47.16949152542373,53.644067796610166,14.330002900199734,11.47561757987231,0.598917736028795
25,151,49.21854304635762,67.66887417218543,19.60058989344846,10.362967964310213,0.8488044347099166
26,41,50.80487804878049,29.902439024390244,9.207920224114039,6.271427461900938,0.7321991948303637
27,90,53.422222222222224,79.0111111111111,15.527151038373326,7.622184994365614,0.8712193173596223
28,188,57.11702127659574,51.1063829787234,18.79846391747335,13.179792675462302,0.7130530454999723
29,132,58.371212121212125,69.79545454545455,17.582211379090367,10.029840832061378,0.8213296306814477
30,34,65.08823529411765,77.3529411764706,7.229586771741585,6.265978524904548,0.49880674772040257
31,61,63.91803278688525,58.721311475409834,11.94917324350288,6.687267239233349,0.8287340224421644
32,78,67.85897435897436,71.01282051282051,12.513523914141178,8.724478134779588,0.716872841350997
33,92,66.83695652173913,47.72826086956522,12.953642840399107,10.248468884622081,0.6116027608329648
34,55,67.58181818181818,63.0,11.798350850261444,6.712335371519726,0.8223918382893719
35,379,66.39841688654353,7.015831134564643,28.613863300260583,20.937931420929413,0.6815830040887084
36,51,73.41176470588235,65.03921568627452,9.544550717457303,6.948509910170884,0.6855685637539787
37,77,72.92207792207792,54.675324675324674,12.15155426206953,8.718400071322357,0.6965873338292137
38,242,75.14876033057851,21.355371900826448,26.79661486152664,13.51203149952688,0.863561241165755
39,5,79.2,89.6,3.098386676965933,1.7888543819998317,0.816496580927726
