Object,area,centroid-0,centroid-1,axis_major_length,axis_minor_length,eccentricity
1,126,10.03968253968254,15.53968253968254,23.122907080101374,8.044212147065013,0.9375356149279398
2,133,13.473684210526315,32.045112781954884,15.95194094448559,10.844917607505487,0.7333517453764274
3,121,15.462809917355372,21.371900826446282,15.596677147358804,11.503336496334482,0.6752920185140953
4,133,17.105263157894736,41.26315789473684,19.05123201206523,9.805927682096838,0.8573621980714813
5,118,21.127118644067796,13.296610169491526,17.64378454852402,8.897543039994643,0.8635357222473783
6,97,24.670103092783506,27.391752577319586,12.5354855536702,10.790642473475506,0.5089303543641857
7,136,28.426470588235293,38.64705882352941,16.91418897866548,10.69667526444654,0.774635146368766
8,75,30.85333333333333,17.493333333333332,12.712415537357819,8.295958995196877,0.7577136759549228
9,58,32.310344827586206,27.103448275862068,12.215233448804597,6.620758654130732,0.8403730940478918
10,30,34.6,22.6,8.195033523981142,5.488298966057266,0.7426223905825111
11,136,31.183823529411764,9.433823529411764,19.08287714372601,9.383847967951398,0.8707410763960151
12,97,36.97938144329897,35.92783505154639,15.060765219462327,8.983990789674897,0.8026010187287297
13,75,39.56,44.053333333333335,15.28662582814153,7.488833443597996,0.8717817440145953
14,58,40.741379310344826,24.879310344827587,9.486805754197462,8.017699982846953,0.5345415274205672
15,52,40.65384615384615,16.076923076923077,11.098280546626537,6.448687103440138,0.8138658558994989
16,10,43.6,18.3,6.711889093140954,1.9366323351053258,0.9574685668056677
17,15,43.2,49.4,6.342284798713821,2.9735652336328955,0.8832790580429856
