Object,area,centroid-0,centroid-1,axis_major_length,axis_minor_length,eccentricity
1,85,2.3058823529411763,45.51764705882353,18.148946520373624,6.933861778443234,0.9241403615189312
2,65,2.1384615384615384,72.96923076923076,15.350144273431246,6.126018312953752,0.9169137645049923
3,134,8.514925373134329,18.365671641791046,21.269924667483295,8.203537934712603,0.922629597863012
4,17,12.647058823529411,1.3529411764705883,8.987461788103666,3.3525171793484247,0.9278226674687097
5,126,14.793650793650794,11.222222222222221,16.785276947227015,10.747708274738518,0.768120191210089
6,136,18.926470588235293,22.639705882352942,15.387601344912376,12.261824810664237,0.6041587894906824
7,13,19.615384615384617,1.4615384615384615,10.465006474512975,2.023142838264959,0.9811348592602179
8,67,18.35820895522388,5.1940298507462686,13.394822715899087,6.674594389469994,0.8670066408927728
9,180,19.177777777777777,62.205555555555556,21.069518858041807,11.10576837233712,0.8498025300191279
10,49,22.653061224489797,50.30612244897959,11.602091942101165,5.973316398598723,0.8572813477070346
11,120,28.041666666666668,11.291666666666666,14.0129153261974,11.424359143453072,0.579076029571294
12,52,28.442307692307693,67.21153846153847,9.787574104371387,7.320383086700723,0.6637818937507671
13,133,28.842105263157894,56.88721804511278,13.951511304986287,12.384849735781149,0.460409443979408
14,74,27.675675675675677,21.91891891891892,13.009704131583623,8.535298691646625,0.7546985662616392
15,88,33.27272727272727,46.48863636363637,13.208878121056111,9.417909873554267,0.7011655893095807
16,86,34.325581395348834,21.22093023255814,17.183225979969542,6.691140278441984,0.9210689436066184
17,70,36.41428571428571,67.15714285714286,10.573652231660658,8.69972559467671,0.5683687447300756
18,95,38.93684210526316,57.8,13.710949823512378,10.2403089288989,0.6649691074181663
19,108,41.25,46.72222222222222,14.94572730720358,9.507400662508903,0.771583267322833
20,17,43.294117647058826,1.2941176470588236,5.552178461271106,3.917438540018216,0.7086423846392491
