Object,area,centroid-0,centroid-1,axis_major_length,axis_minor_length,eccentricity
1,70,2.5,14.3,12.914994886590222,8.119996037608454,0.7776267282442216
2,193,8.2279792746114,5.8549222797927465,18.873526524222317,13.630576931391762,0.6916778705735676
3,214,10.57943925233645,21.02803738317757,21.041343540512738,13.911223768998482,0.7502646524654221
4,166,7.198795180722891,32.48192771084337,16.28036915618303,14.125043763163658,0.4972417971075133
5,114,14.614035087719298,37.28947368421053,23.2093440519086,8.038636059804416,0.938104097298067
6,102,21.647058823529413,34.205882352941174,19.102402779757682,7.677026226649101,0.9156888362236432
7,157,20.318471337579616,7.3312101910828025,17.915378514703793,11.830763213858027,0.7509411366601328
8,77,25.31168831168831,43.42857142857143,12.799816950291646,8.292311255701986,0.7617712613577703
9,103,26.25242718446602,14.37864077669903,18.599539237223595,7.547007304634239,0.9139782712264238
10,56,29.160714285714285,37.892857142857146,14.576186126586782,5.432245189515785,0.9279601388675491
11,188,31.345744680851062,21.01595744680851,20.48432876991938,12.565023906617727,0.7897747999599869
12,52,35.40384615384615,38.69230769230769,9.402755349191033,7.488612428455252,0.6047340929705913
13,151,35.95364238410596,30.920529801324502,17.536233142365187,12.977849002004376,0.6725418361036375
